id	genre_term	word_term	word_definition	word_explanation	question_content	correct_answer	difficulty
471	Cloud Computing	クラウドアイデンティティフェデレーション	Cloud Identity Federation	クラウド間でのアイデンティティ連携	異なるクラウドサービス間でユーザーアイデンティティを共有・連携する仕組みは何ですか？	クラウドアイデンティティフェデレーション	3
472	Cloud Computing	クラウドアクセス分析	Cloud Access Analytics	クラウドリソースへのアクセス分析	クラウドリソースへのアクセスパターンを分析し、異常を検出する技術は何ですか？	クラウドアクセス分析	3
473	Cloud Computing	クラウドコストマネジメント	Cloud Cost Management	クラウドリソースの費用管理	クラウドリソースの使用状況を監視し、コストを最適化する取り組みは何ですか？	クラウドコストマネジメント	2
474	Cloud Computing	FinOps	FinOps	クラウド財務管理の実践	クラウドの財務管理とビジネス価値を最適化する実践は何と呼ばれますか？	FinOps	3
475	Cloud Computing	クラウドガバナンス	Cloud Governance	クラウドリソースの統制管理	クラウドリソースの使用、セキュリティ、コンプライアンスを管理する枠組みは何ですか？	クラウドガバナンス	3
476	Cloud Computing	クラウドサービスカタログ	Cloud Service Catalog	クラウドサービスの一覧	組織内で承認されたクラウドサービスとその利用ポリシーをまとめたリストは何ですか？	クラウドサービスカタログ	2
477	Cloud Computing	クラウドモニタリング	Cloud Monitoring	クラウドリソースの監視	クラウドリソースのパフォーマンスと可用性を監視するプロセスは何ですか？	クラウドモニタリング	2
478	Cloud Computing	クラウドロギング	Cloud Logging	クラウドリソースのログ管理	クラウド環境でのシステムやアプリケーションのログを収集・分析する機能は何ですか？	クラウドロギング	2
479	Cloud Computing	クラウドバックアップ	Cloud Backup	クラウドを利用したデータバックアップ	クラウドストレージを使用してデータをバックアップする方法は何ですか？	クラウドバックアップ	2
480	Cloud Computing	クラウドディザスタリカバリ	Cloud Disaster Recovery	クラウドを利用した災害復旧	クラウドを利用して災害時のシステム復旧を行う戦略は何ですか？	クラウドディザスタリカバリ	3
481	Cloud Computing	クラウドリージョン	Cloud Region	クラウドサービスの地理的な提供地域	クラウドプロバイダーがサービスを提供する地理的な領域は何と呼ばれますか？	クラウドリージョン	2
482	Cloud Computing	アベイラビリティゾーン	Availability Zone	クラウドリージョン内の独立したデータセンター	クラウドリージョン内の独立した障害ドメインを持つデータセンターは何と呼ばれますか？	アベイラビリティゾーン	3
483	Cloud Computing	エッジロケーション	Edge Location	CDNのキャッシュサーバーの配置場所	コンテンツ配信ネットワーク（CDN）のキャッシュサーバーが配置される場所は何と呼ばれますか？	エッジロケーション	3
484	Cloud Computing	クラウドマーケットプレイス	Cloud Marketplace	クラウドサービスの販売プラットフォーム	クラウドプロバイダーが提供するサードパーティ製品やサービスの販売プラットフォームは何ですか？	クラウドマーケットプレイス	2
485	Cloud Computing	クラウドAPI	Cloud API	クラウドサービスのプログラミングインターフェース	クラウドサービスをプログラムから操作するためのインターフェースは何ですか？	クラウドAPI	2
486	Cloud Computing	クラウドSDK	Cloud SDK	クラウドサービス用の開発キット	クラウドサービスを利用するアプリケーションを開発するためのツールキットは何ですか？	クラウドSDK	2
487	Cloud Computing	クラウドCLI	Cloud CLI	クラウドサービス用のコマンドラインインターフェース	クラウドサービスをコマンドラインから操作するためのツールは何ですか？	クラウドCLI	2
488	Cloud Computing	クラウドテンプレート	Cloud Template	クラウドリソースの構成を定義するテンプレート	クラウドリソースの構成を定義し、再利用可能な形式で記述したものは何ですか？	クラウドテンプレート	2
489	Cloud Computing	クラウドオートメーション	Cloud Automation	クラウドリソースの自動化	クラウドリソースのプロビジョニングや管理を自動化するプロセスは何ですか？	クラウドオートメーション	2
490	Cloud Computing	サーバーレスコンピューティング	Serverless Computing	サーバー管理が不要なコンピューティングモデル	開発者がサーバー管理を意識せずにアプリケーションを実行できるコンピューティングモデルは何ですか？	サーバーレスコンピューティング	3
491	Cloud Computing	BaaS	Backend as a Service	バックエンドをサービスとして提供するモデル	モバイルアプリケーションのバックエンド機能をクラウドで提供するサービスモデルは何ですか？	BaaS	3
492	Cloud Computing	DaaS	Desktop as a Service	デスクトップをサービスとして提供するモデル	仮想デスクトップ環境をクラウドで提供するサービスモデルは何ですか？	DaaS	3
493	Cloud Computing	DBaaS	Database as a Service	データベースをサービスとして提供するモデル	クラウド上でデータベースを提供し、管理するサービスモデルは何ですか？	DBaaS	3
494	Cloud Computing	MBaaS	Mobile Backend as a Service	モバイルアプリのバックエンドをサービスとして提供するモデル	モバイルアプリケーション向けのバックエンド機能をクラウドで提供するサービスモデルは何ですか？	MBaaS	3
495	Cloud Computing	STaaS	Storage as a Service	ストレージをサービスとして提供するモデル	クラウド上でストレージリソースを提供するサービスモデルは何ですか？	STaaS	3
496	Cloud Computing	CaaS	Container as a Service	コンテナをサービスとして提供するモデル	コンテナ化されたアプリケーションの実行環境をクラウドで提供するサービスモデルは何ですか？	CaaS	3
497	Cloud Computing	AIaaS	Artificial Intelligence as a Service	人工知能をサービスとして提供するモデル	機械学習や深層学習などのAI機能をクラウドで提供するサービスモデルは何ですか？	AIaaS	3
498	Cloud Computing	XaaS	Everything as a Service	あらゆるものをサービスとして提供する概念	クラウド上であらゆる種類のITリソースやサービスを提供する包括的な概念は何ですか？	XaaS	3
499	Cloud Computing	クラウドネイティブセキュリティ	Cloud Native Security	クラウドネイティブ環境に特化したセキュリティ	クラウドネイティブアプリケーションとインフラストラクチャのセキュリティを確保するアプローチは何ですか？	クラウドネイティブセキュリティ	3
500	Cloud Computing	マルチテナンシー	Multi-tenancy	複数の顧客が同じリソースを共有する形態	クラウドサービスにおいて、複数の顧客が同じコンピューティングリソースを共有する形態は何ですか？	マルチテナンシー	3
501	AI	人工知能	Artificial Intelligence	人間の知能を模倣するコンピューターシステム	人間の知能を模倣し、学習、問題解決、パターン認識などを行うコンピューターシステムは何ですか？	人工知能	1
502	AI	機械学習	Machine Learning	データから学習し予測や判断を行う技術	データから自動的にパターンを学習し、予測や判断を行うAIの一分野は何ですか？	機械学習	2
503	AI	深層学習	Deep Learning	多層のニューラルネットワークを用いた機械学習	多層のニューラルネットワークを使用する機械学習の手法は何ですか？	深層学習	2
504	AI	ニューラルネットワーク	Neural Network	脳の神経回路を模倣した機械学習モデル	脳の神経回路を模倣した構造を持つ機械学習モデルは何ですか？	ニューラルネットワーク	2
505	AI	教師あり学習	Supervised Learning	ラベル付きデータを使用する学習方法	正解ラベルが付いたデータを使用して学習する機械学習の手法は何ですか？	教師あり学習	2
506	AI	教師なし学習	Unsupervised Learning	ラベルなしデータを使用する学習方法	正解ラベルのないデータからパターンを見つける機械学習の手法は何ですか？	教師なし学習	2
507	AI	強化学習	Reinforcement Learning	報酬に基づいて行動を学習する方法	環境との相互作用を通じて、報酬を最大化するように行動を学習する手法は何ですか？	強化学習	3
508	AI	転移学習	Transfer Learning	学習済みモデルを別のタスクに適用する技術	ある問題で学習したモデルを別の関連問題に適用する学習技術は何ですか？	転移学習	3
509	AI	自然言語処理	Natural Language Processing	人間の言語を処理する技術	人間の言語をコンピューターで解析・理解・生成する技術は何ですか？	自然言語処理	2
510	AI	コンピュータビジョン	Computer Vision	画像や動画を解析する技術	コンピューターが画像や動画を理解し解析する技術は何ですか？	コンピュータビジョン	2
511	AI	音声認識	Speech Recognition	音声を文字に変換する技術	人間の音声を認識し、テキストに変換する技術は何ですか？	音声認識	2
512	AI	画像認識	Image Recognition	画像の内容を識別する技術	画像の中の物体や特徴を識別し分類する技術は何ですか？	画像認識	2
513	AI	顔認識	Facial Recognition	顔を識別する技術	人間の顔を検出し、個人を識別する技術は何ですか？	顔認識	2
514	AI	感情分析	Sentiment Analysis	テキストから感情を抽出する技術	テキストデータから書き手の感情や意見を抽出・分析する技術は何ですか？	感情分析	3
515	AI	チャットボット	Chatbot	自然言語で対話するAIシステム	自然言語を使って人間と対話するAIシステムは何ですか？	チャットボット	2
516	AI	推薦システム	Recommendation System	ユーザーの好みに合わせて推薦を行うシステム	ユーザーの過去の行動や好みに基づいて商品やコンテンツを推薦するシステムは何ですか？	推薦システム	2
517	AI	エキスパートシステム	Expert System	特定分野の専門知識を模倣するAIシステム	人間の専門家の知識をルールベースで表現し、意思決定を支援するAIシステムは何ですか？	エキスパートシステム	3
518	AI	遺伝的アルゴリズム	Genetic Algorithm	進化の過程を模倣した最適化アルゴリズム	生物の進化過程を模倣して最適解を探索するアルゴリズムは何ですか？	遺伝的アルゴリズム	3
519	AI	ファジー論理	Fuzzy Logic	曖昧さを扱う論理体系	人間の曖昧な推論を模倣し、不確実性を扱う論理体系は何ですか？	ファジー論理	3
520	AI	ニューロ言語プログラミング	Neuro-Linguistic Programming	言語と神経過程の関係を扱う心理学的アプローチ	言語と神経過程の関係を研究し、人間のコミュニケーションや行動変容に応用する心理学的アプローチは何ですか？	ニューロ言語プログラミング	3
521	AI	機械翻訳	Machine Translation	自動的に言語間の翻訳を行う技術	コンピューターが自動的に一つの言語から別の言語に翻訳する技術は何ですか？	機械翻訳	2
522	AI	テキスト生成	Text Generation	AIによる文章の自動生成	AIが自動的に文章や文書を生成する技術は何ですか？	テキスト生成	2
523	AI	画像生成	Image Generation	AIによる画像の自動生成	AIが新しい画像を自動的に生成する技術は何ですか？	画像生成	3
524	AI	音声合成	Speech Synthesis	テキストを音声に変換する技術	テキストデータを人間のような音声に変換する技術は何ですか？	音声合成	2
525	AI	異常検知	Anomaly Detection	通常とは異なるパターンを検出する技術	データセットの中から通常とは異なる珍しいパターンを検出する技術は何ですか？	異常検知	3
526	AI	クラスタリング	Clustering	データを似たグループに分類する技術	類似したデータポイントをグループ化する教師なし学習の手法は何ですか？	クラスタリング	2
527	AI	決定木	Decision Tree	樹形図を用いた予測モデル	一連の決定ルールを樹形図で表現する予測モデルは何ですか？	決定木	2
528	AI	ランダムフォレスト	Random Forest	複数の決定木を組み合わせたアンサンブル学習手法	多数の決定木を組み合わせて予測を行う機械学習アルゴリズムは何ですか？	ランダムフォレスト	3
529	AI	サポートベクターマシン	Support Vector Machine	分類と回帰分析のための学習モデル	データ点間の最大マージンを見つけることで分類を行う機械学習アルゴリズムは何ですか？	サポートベクターマシン	3
530	AI	k近傍法	k-Nearest Neighbors	近くのデータポイントに基づく分類手法	新しいデータポイントを最も近い既知のデータポイントに基づいて分類する手法は何ですか？	k近傍法	2
531	AI	主成分分析	Principal Component Analysis	データの次元を削減する技術	データの変動を最大限保持しながら次元を削減する統計的手法は何ですか？	主成分分析	3
532	AI	t-SNE	t-distributed Stochastic Neighbor Embedding	高次元データの可視化技術	高次元データを2次元または3次元に削減し可視化する技術は何ですか？	t-SNE	3
533	AI	LSTM	Long Short-Term Memory	長期依存関係を学習できるRNNの一種	長期的な依存関係を学習できる再帰型ニューラルネットワークの一種は何ですか？	LSTM	3
534	AI	GAN	Generative Adversarial Network	生成モデルと識別モデルを競合させて学習する手法	生成モデルと識別モデルを競合させることで学習を行う深層学習手法は何ですか？	GAN	3
535	AI	オートエンコーダー	Autoencoder	データの圧縮と再構成を行うニューラルネットワーク	入力データを圧縮し、その後再構成することで特徴を学習するニューラルネットワークは何ですか？	オートエンコーダー	3
536	AI	強化学習エージェント	Reinforcement Learning Agent	強化学習を行う主体	強化学習において、環境と相互作用しながら学習を行う主体は何ですか？	強化学習エージェント	3
537	AI	Q学習	Q-Learning	状態行動価値関数を学習する強化学習アルゴリズム	行動の価値（Q値）を学習する代表的な強化学習アルゴリズムは何ですか？	Q学習	3
538	AI	方策勾配法	Policy Gradient Method	方策を直接最適化する強化学習手法	行動を選択する方策を直接最適化する強化学習手法は何ですか？	方策勾配法	3
539	AI	アクター・クリティック法	Actor-Critic Method	方策と価値関数を同時に学習する強化学習手法	方策（アクター）と価値関数（クリティック）を同時に学習する強化学習手法は何ですか？	アクター・クリティック法	3
540	AI	モンテカルロ木探索	Monte Carlo Tree Search	確率的探索アルゴリズム	ゲーム木の探索にランダムシミュレーションを用いる探索アルゴリズムは何ですか？	モンテカルロ木探索	3
541	AI	ワードエンベディング	Word Embedding	単語を固定長のベクトルで表現する技術	単語を固定次元の実数値ベクトルで表現する自然言語処理技術は何ですか？	ワードエンベディング	3
542	AI	Attention機構	Attention Mechanism	入力の重要な部分に注目する仕組み	ニューラルネットワークが入力の重要な部分に「注意を向ける」仕組みは何ですか？	Attention機構	3
543	AI	Transformer	Transformer	自己注意機構を用いた機械学習モデル	自己注意機構を用いて並列処理が可能な機械学習モデルは何ですか？	Transformer	3
544	AI	BERT	Bidirectional Encoder Representations from Transformers	双方向のTransformerベースの言語モデル	Transformerを用いた双方向の文脈を考慮できる言語モデルは何ですか？	BERT	3
545	AI	GPT	Generative Pre-trained Transformer	生成型の事前学習済みTransformerモデル	大規模なテキストデータで事前学習された生成型のTransformerモデルは何ですか？	GPT	3
546	AI	転移学習	Transfer Learning	学習済みモデルを別のタスクに適用する技術	ある問題で学習したモデルを別の関連問題に適用する学習技術は何ですか？	転移学習	3
547	AI	メタ学習	Meta Learning	学習方法自体を学習する技術	新しいタスクに迅速に適応できるよう、学習の仕方自体を学習する技術は何ですか？	メタ学習	3
548	AI	フェデレーテッドラーニング	Federated Learning	分散されたデータを用いて学習する手法	プライバシーを保護しながら、分散された複数のデバイスのデータを用いて学習する手法は何ですか？	フェデレーテッドラーニング	3
549	AI	エッジAI	Edge AI	端末デバイスでAI処理を行う技術	クラウドではなく端末デバイス上でAI処理を実行する技術は何ですか？	エッジAI	3
550	AI	説明可能AI	Explainable AI	AIの判断過程を人間が理解できるようにする技術	AIの意思決定プロセスを人間が理解し解釈できるようにする技術は何ですか？	説明可能AI	3
551	AI	倫理的AI	Ethical AI	倫理的な配慮を組み込んだAI開発・運用	公平性、透明性、プライバシーなどの倫理的な配慮を組み込んだAI開発・運用のアプローチは何ですか？	倫理的AI	3
552	AI	AIガバナンス	AI Governance	AIの開発と使用を管理・監督する枠組み	AIの開発と使用に関する方針、規制、監督の枠組みは何と呼ばれますか？	AIガバナンス	3
553	AI	バイアス検出	Bias Detection	AIモデルの偏りを検出する技術	AIモデルの判断や予測に含まれる不公平な偏りを検出する技術は何ですか？	バイアス検出	3
554	AI	公平性aware AI	Fairness-aware AI	公平性を考慮したAIシステム	社会的公平性を考慮して設計・開発されたAIシステムは何と呼ばれますか？	公平性aware AI	3
555	AI	プライバシー保護AI	Privacy-preserving AI	個人情報を保護しながら学習・推論を行うAI	個人のプライバシーを保護しながら学習や推論を行うAI技術は何ですか？	プライバシー保護AI	3
556	AI	連合学習	Federated Learning	分散データを用いて学習する手法	プライバシーを保護しながら、分散された複数のデバイスのデータを用いて学習する手法は何ですか？	連合学習	3
557	AI	差分プライバシー	Differential Privacy	データの匿名化技術	個人のプライバシーを保護しながら、データセット全体の統計的性質を保つ技術は何ですか？	差分プライバシー	3
558	AI	敵対的攻撃	Adversarial Attack	AIモデルを欺く入力を生成する技術	AIモデルを意図的に誤認識させるような入力を生成する技術は何ですか？	敵対的攻撃	3
559	AI	敵対的学習	Adversarial Learning	敵対的攻撃に対する防御技術	敵対的攻撃に耐性を持つようにAIモデルを学習させる技術は何ですか？	敵対的学習	3
560	AI	自己教師あり学習	Self-supervised Learning	ラベルなしデータから特徴を学習する手法	大量のラベルなしデータから有用な特徴表現を学習する手法は何ですか？	自己教師あり学習	3
561	AI	半教師あり学習	Semi-supervised Learning	ラベル付きとラベルなしデータを併用する学習手法	少量のラベル付きデータと大量のラベルなしデータを組み合わせて学習する手法は何ですか？	半教師あり学習	3
562	AI	マルチタスク学習	Multi-task Learning	複数のタスクを同時に学習する手法	複数の関連タスクを同時に学習することで、各タスクの性能を向上させる手法は何ですか？	マルチタスク学習	3
563	AI	ゼロショット学習	Zero-shot Learning	未知のクラスを予測できるようにする学習手法	訓練時に見たことのないクラスでも予測できるようにする学習手法は何ですか？	ゼロショット学習	3
564	AI	フューショット学習	Few-shot Learning	少数のサンプルから学習する手法	非常に少数のサンプルから新しいタスクを学習する能力を持つ学習手法は何ですか？	フューショット学習	3
565	AI	カリキュラム学習	Curriculum Learning	易しいタスクから難しいタスクへ段階的に学習する手法	人間の学習過程を模倣し、易しいタスクから難しいタスクへ段階的に学習する手法は何ですか？	カリキュラム学習	3
566	AI	アクティブラーニング	Active Learning	効率的にラベル付けを行う学習手法	モデルが最も情報を得られそうなデータポイントを選択し、ラベル付けを要求する学習手法は何ですか？	アクティブラーニング	3
567	AI	オンライン学習	Online Learning	逐次的にデータを処理する学習手法	データを逐次的に処理し、モデルを継続的に更新する学習手法は何ですか？	オンライン学習	3
568	AI	強化学習	Reinforcement Learning	報酬に基づいて行動を学習する方法	環境との相互作用を通じて、報酬を最大化するように行動を学習する手法は何ですか？	強化学習	3
569	AI	逆強化学習	Inverse Reinforcement Learning	報酬関数を推定する学習手法	エージェントの行動から、最適化されている報酬関数を推定する学習手法は何ですか？	逆強化学習	3
570	AI	模倣学習	Imitation Learning	他者の行動を模倣する学習手法	エキスパートの行動を観察し、それを模倣するように学習する手法は何ですか？	模倣学習	3
571	AI	マルチエージェント学習	Multi-agent Learning	複数のエージェントが同時に学習する手法	複数の独立したエージェントが同時に学習し、相互作用する環境での学習手法は何ですか？	マルチエージェント学習	3
572	AI	転移強化学習	Transfer Reinforcement Learning	学習済みの方策を別のタスクに転移する手法	ある環境で学習した方策を別の関連する環境に転移させる強化学習の手法は何ですか？	転移強化学習	3
573	AI	メタ強化学習	Meta Reinforcement Learning	新しいタスクに迅速に適応する強化学習手法	新しい環境や課題に迅速に適応できるよう、学習の仕方自体を学習する強化学習手法は何ですか？	メタ強化学習	3
574	AI	階層的強化学習	Hierarchical Reinforcement Learning	複雑なタスクを階層的に分解して学習する手法	複雑なタスクを階層的なサブタスクに分解して効率的に学習する強化学習手法は何ですか？	階層的強化学習	3
575	AI	モデルベース強化学習	Model-based Reinforcement Learning	環境モデルを学習して利用する強化学習手法	環境の動作モデルを学習し、それを利用して方策を改善する強化学習手法は何ですか？	モデルベース強化学習	3
576	AI	モデルフリー強化学習	Model-free Reinforcement Learning	環境モデルを使用せずに学習する強化学習手法	環境の動作モデルを明示的に学習せずに、直接的に最適な方策を学習する強化学習手法は何ですか？	モデルフリー強化学習	3
577	AI	オフポリシー学習	Off-policy Learning	現在の方策と異なる方策で収集されたデータから学習する手法	現在の方策とは異なる方策で収集されたデータを用いて学習する強化学習手法は何ですか？	オフポリシー学習	3
578	AI	オンポリシー学習	On-policy Learning	現在の方策で収集されたデータから学習する手法	現在の方策で収集されたデータのみを用いて学習する強化学習手法は何ですか？	オンポリシー学習	3
579	AI	進化的アルゴリズム	Evolutionary Algorithm	生物の進化過程を模倣した最適化アルゴリズム	生物の進化過程を模倣して解の集団を進化させる最適化アルゴリズムは何ですか？	進化的アルゴリズム	3
580	AI	粒子群最適化	Particle Swarm Optimization	群れの行動を模倣した最適化アルゴリズム	生物の群れの行動を模倣して解を探索する最適化アルゴリズムは何ですか？	粒子群最適化	3
581	AI	アント・コロニー最適化	Ant Colony Optimization	アリの採餌行動を模倣した最適化アルゴリズム	アリの採餌行動を模倣して最適解を探索する最適化アルゴリズムは何ですか？	アント・コロニー最適化	3
582	AI	ニューロ進化	Neuroevolution	進化的アルゴリズムでニューラルネットワークを最適化する手法	進化的アルゴリズムを用いてニューラルネットワークの構造や重みを最適化する手法は何ですか？	ニューロ進化	3
583	AI	バイオニック学習	Bionic Learning	生物学的システムを模倣した学習アルゴリズム	生物学的システムや自然界の現象を模倣して設計された学習アルゴリズムは何ですか？	バイオニック学習	3
584	AI	スワームインテリジェンス	Swarm Intelligence	集団的知能を模倣したアルゴリズム	昆虫や動物の群れの集団的行動を模倣した問題解決アルゴリズムは何ですか？	スワームインテリジェンス	3
585	AI	フォグコンピューティング	Fog Computing	エッジデバイスとクラウドの中間層で処理を行う計算モデル	エッジデバイスとクラウドの中間層でデータ処理を行うコンピューティングパラダイムは何ですか？	フォグコンピューティング	3
586	AI	エッジAI	Edge AI	エンドデバイスでAI処理を行う技術	クラウドではなくエンドデバイス上でAI処理を実行する技術は何ですか？	エッジAI	3
587	AI	IoT AI	Internet of Things AI	IoTデバイスに組み込まれたAI	IoTデバイスに組み込まれ、センサーデータを処理・分析するAIは何ですか？	IoT AI	3
588	AI	組み込みAI	Embedded AI	組み込みシステムに実装されたAI	リソースが制限された組み込みシステムに実装されたAIは何ですか？	組み込みAI	3
589	AI	量子機械学習	Quantum Machine Learning	量子コンピューティングを活用した機械学習	量子コンピューティングの原理を活用して機械学習アルゴリズムを高速化する分野は何ですか？	量子機械学習	3
590	AI	ニューロモーフィックコンピューティング	Neuromorphic Computing	脳の神経回路を模倣したハードウェア	人間の脳の神経回路を模倣したハードウェアアーキテクチャは何ですか？	ニューロモーフィックコンピューティング	3
591	AI	AIチップ	AI Chip	AI処理に特化した半導体チップ	AI処理を高速・低消費電力で実行するために設計された専用半導体チップは何ですか？	AIチップ	2
592	AI	自動機械学習	Automated Machine Learning (AutoML)	機械学習プロセスを自動化する技術	機械学習モデルの選択、ハイパーパラメータの最適化、特徴選択などを自動化する技術は何ですか？	自動機械学習	3
593	AI	ハイパーパラメータ最適化	Hyperparameter Optimization	モデルのハイパーパラメータを最適化する技術	機械学習モデルのハイパーパラメータを自動的に最適化する技術は何ですか？	ハイパーパラメータ最適化	3
594	AI	ニューラルアーキテクチャサーチ	Neural Architecture Search	最適なニューラルネットワーク構造を自動探索する技術	タスクに最適なニューラルネットワークの構造を自動的に探索する技術は何ですか？	ニューラルアーキテクチャサーチ	3
595	AI	メタヒューリスティクス	Metaheuristics	近似解を効率的に見つける最適化アルゴリズム	複雑な最適化問題の近似解を効率的に見つけるための一般的な方法論は何ですか？	メタヒューリスティクス	3
596	AI	マルチモーダル学習	Multimodal Learning	複数の種類のデータを統合して学習する手法	画像、テキスト、音声など複数の種類のデータを統合して学習する手法は何ですか？	マルチモーダル学習	3
597	AI	コンティニュアル学習	Continual Learning	新しいタスクを学習しながら以前の知識を保持する手法	新しいタスクを学習しながら、以前に学習したタスクの性能を維持する学習手法は何ですか？	コンティニュアル学習	3
598	AI	知識蒸留	Knowledge Distillation	大規模モデルの知識を小規模モデルに転移する技術	大規模な教師モデルの知識を小規模な生徒モデルに効率的に転移する技術は何ですか？	知識蒸留	3
599	AI	因果推論	Causal Inference	原因と結果の関係を推論する技術	データから変数間の因果関係を推論する技術は何ですか？	因果推論	3
600	AI	グラフニューラルネットワーク	Graph Neural Network	グラフ構造データを処理するニューラルネットワーク	グラフ構造を持つデータを効率的に処理できるように設計されたニューラルネットワークは何ですか？	グラフニューラルネットワーク	3
601	IoT	IoT	Internet of Things	モノのインターネット	物理的なデバイスをインターネットに接続し、データを収集・交換する技術は何と呼ばれますか？	IoT	1
602	IoT	センサー	Sensor	物理量を検出し電気信号に変換する装置	環境の物理量を検出し、電気信号に変換する装置は何ですか？	センサー	1
603	IoT	アクチュエーター	Actuator	電気信号を物理的な動きに変換する装置	電気信号を受けて物理的な動きを生成する装置は何ですか？	アクチュエーター	2
604	IoT	エッジコンピューティング	Edge Computing	デバイスの近くでデータを処理する手法	クラウドの代わりにデータソースに近い場所でデータ処理を行うコンピューティングパラダイムは何ですか？	エッジコンピューティング	2
605	IoT	フォグコンピューティング	Fog Computing	エッジとクラウドの中間でデータを処理する手法	エッジとクラウドの中間層でデータ処理を行うコンピューティングパラダイムは何ですか？	フォグコンピューティング	3
606	IoT	MQTT	Message Queuing Telemetry Transport	軽量なメッセージングプロトコル	IoTデバイスでよく使用される軽量なパブリッシュ/サブスクライブ型メッセージングプロトコルは何ですか？	MQTT	3
607	IoT	CoAP	Constrained Application Protocol	リソース制約のあるデバイス向けのプロトコル	リソースの制約されたIoTデバイス向けに設計されたWebトランスファープロトコルは何ですか？	CoAP	3
608	IoT	LoRaWAN	Long Range Wide Area Network	長距離・低消費電力の通信規格	低電力で長距離通信が可能なIoT向けの無線通信規格は何ですか？	LoRaWAN	3
609	IoT	Zigbee	Zigbee	短距離無線通信規格	低消費電力、低コストの短距離無線通信規格で、IoTデバイスでよく使用されるものは何ですか？	Zigbee	2
610	IoT	ブルートゥースローエナジー	Bluetooth Low Energy	低電力のブルートゥース規格	IoTデバイスでよく使用される低消費電力のブルートゥース規格は何ですか？	ブルートゥースローエナジー	2
611	IoT	NB-IoT	Narrowband IoT	セルラーネットワークを利用したIoT向け通信規格	セルラーネットワークを利用した低消費電力のIoT向け通信規格は何ですか？	NB-IoT	3
612	IoT	デジタルツイン	Digital Twin	物理的なオブジェクトのデジタル表現	現実世界の物理的なオブジェクトやプロセスのデジタル表現は何と呼ばれますか？	デジタルツイン	3
613	IoT	RFID	Radio-Frequency Identification	無線を使用した自動識別技術	電波を用いてタグのデータを非接触で読み書きする自動識別技術は何ですか？	RFID	2
614	IoT	NFC	Near Field Communication	近距離無線通信技術	数センチメートルの距離で情報をやり取りする近距離無線通信技術は何ですか？	NFC	2
615	IoT	M2M	Machine-to-Machine	機器間通信	人間の介在なしに機器同士が直接通信を行うことを何と呼びますか？	M2M	2
616	IoT	スマートホーム	Smart Home	IoT技術を活用した家庭	IoT技術を活用して家電や設備を制御・自動化した住宅は何と呼ばれますか？	スマートホーム	1
617	IoT	スマートシティ	Smart City	IoT技術を活用した都市	IoT技術を活用して都市機能を最適化・効率化した都市は何と呼ばれますか？	スマートシティ	1
618	IoT	インダストリー4.0	Industry 4.0	第4次産業革命	IoTやAIを活用した製造業のデジタル化・自動化を指す概念は何ですか？	インダストリー4.0	2
619	IoT	プロトコルゲートウェイ	Protocol Gateway	異なるプロトコル間の変換を行う装置	異なる通信プロトコル間の変換を行い、相互運用性を確保する装置は何ですか？	プロトコルゲートウェイ	3
620	IoT	OTA更新	Over-the-Air Update	無線でのソフトウェア更新	IoTデバイスのソフトウェアを無線ネットワーク経由で更新する方法は何と呼ばれますか？	OTA更新	2
621	IoT	IIoT	Industrial Internet of Things	産業用IoT	製造業や重工業でIoT技術を活用する概念は何と呼ばれますか？	IIoT	2
622	IoT	スマートファクトリー	Smart Factory	IoT技術を活用した工場	IoT技術を活用して生産プロセスを最適化・自動化した工場は何と呼ばれますか？	スマートファクトリー	2
623	IoT	プレディクティブメンテナンス	Predictive Maintenance	予測保守	IoTセンサーデータを利用して機器の故障を予測し、事前に保守を行う手法は何ですか？	プレディクティブメンテナンス	3
624	IoT	スマートグリッド	Smart Grid	次世代電力網	IoT技術を活用して電力の需給を最適化する次世代の電力網は何と呼ばれますか？	スマートグリッド	2
625	IoT	スマートメーター	Smart Meter	IoT対応の計量器	電力使用量をリアルタイムで計測し、データを送信できるIoT対応の計量器は何ですか？	スマートメーター	2
626	IoT	ウェアラブルデバイス	Wearable Device	身につけて使用するIoTデバイス	身体に装着して使用するIoTデバイスの総称は何ですか？	ウェアラブルデバイス	1
627	IoT	スマートウォッチ	Smartwatch	腕時計型のIoTデバイス	腕時計型のウェアラブルIoTデバイスで、様々な機能を持つものは何ですか？	スマートウォッチ	1
628	IoT	フィットネストラッカー	Fitness Tracker	運動量を計測するウェアラブルデバイス	身体活動や運動量を計測するウェアラブルIoTデバイスは何ですか？	フィットネストラッカー	1
629	IoT	スマート家電	Smart Appliance	IoT対応の家電製品	インターネットに接続され、遠隔制御や自動化が可能な家電製品は何と呼ばれますか？	スマート家電	1
630	IoT	スマートスピーカー	Smart Speaker	音声操作可能なIoTデバイス	音声認識技術を用いて操作可能なIoT対応のスピーカーは何と呼ばれますか？	スマートスピーカー	1
631	IoT	スマートロック	Smart Lock	IoT対応の鍵	スマートフォンなどで遠隔操作可能なIoT対応の鍵は何と呼ばれますか？	スマートロック	1
632	IoT	スマートサーモスタット	Smart Thermostat	IoT対応の温度調節装置	学習機能を持ち、最適な温度管理を行うIoT対応の温度調節装置は何と呼ばれますか？	スマートサーモスタット	2
